customer_id,ref_date,is_new,days_relationship,score_band,recency_days,freq_90d,monetary_90d,weekend_ratio,spend_std_90d,app_interactions_30d,engagement_rate,multimodal_90d,plan_active,plan_price,reactivations_12m,inadimplencia,churn_90d,convert_30d,ltv_12m
677,2025-05-25,0,1316,700-800,143,17,1404.23,0.362,117.62,2,0.046,3,0,0,0,0,0,0,4000.35
678,2024-08-06,0,582,<600,197,24,1905.83,0.377,197.63,3,0.155,1,0,0,1,0,1,1,3265.31
679,2024-03-30,1,45,650-700,1,6,193.01,0.229,88.3,4,2.667,2,0,0,0,0,0,0,619.58
680,2025-11-27,1,10,700-800,9,6,230.44,0.09,53.06,1,1.0,1,0,0,0,0,0,0,708.92
681,2024-09-26,0,1003,700-800,85,31,840.01,0.162,99.13,2,0.06,2,0,0,0,0,0,1,2187.0
682,2024-08-17,0,781,700-800,22,24,1193.12,0.503,160.68,3,0.115,3,0,0,1,0,0,0,3394.79
683,2024-08-26,0,1254,700-800,13,29,2665.81,0.325,15.6,5,0.12,3,0,0,1,0,1,1,8549.12
684,2024-09-18,1,86,800+,27,4,184.19,0.317,151.35,1,0.349,0,0,0,0,0,0,0,566.64
685,2024-01-29,0,266,800+,22,34,601.46,0.389,72.49,1,0.113,0,0,0,0,0,0,0,2057.99
686,2025-05-08,0,381,650-700,1,36,1499.39,0.324,106.96,3,0.236,3,0,0,2,0,0,0,4524.76
687,2025-10-26,1,45,700-800,19,3,235.04,0.486,130.71,1,0.667,0,0,0,0,0,0,0,857.61
688,2024-04-06,0,1096,600-650,9,17,1468.82,0.125,0.0,2,0.055,1,0,0,0,0,0,1,3988.99
689,2025-09-30,0,590,700-800,108,16,0.0,0.393,0.0,4,0.203,3,0,0,0,0,0,0,0.0
690,2025-04-12,1,60,650-700,13,3,313.81,0.189,85.56,0,0.0,2,1,99,0,0,0,1,1967.02
691,2024-01-13,0,456,700-800,165,24,1539.61,0.314,27.47,3,0.197,2,0,0,0,0,1,1,4394.97
692,2025-03-25,0,288,600-650,145,23,830.97,0.414,99.93,1,0.104,0,1,99,0,0,0,0,2804.29
693,2025-01-07,0,439,600-650,45,27,2027.77,0.467,128.03,2,0.137,5,0,0,0,0,0,1,4805.68
694,2025-10-18,0,478,700-800,125,22,1359.54,0.571,178.24,2,0.126,2,1,129,0,0,1,0,5273.57
695,2025-11-04,0,125,650-700,181,21,899.93,0.178,188.78,4,0.96,2,0,0,0,0,0,0,2479.77
696,2024-09-16,0,1473,700-800,54,23,1474.11,0.198,178.74,2,0.041,4,1,79,0,0,0,0,5355.29
697,2024-10-17,1,75,700-800,6,3,157.24,0.687,186.31,0,0.0,0,0,0,0,0,0,1,459.56
698,2024-06-16,0,1058,<600,88,31,589.46,0.392,0.0,5,0.142,5,1,99,0,0,0,0,2156.69
699,2025-03-03,0,123,700-800,84,21,1302.5,0.432,15.3,1,0.244,4,0,0,0,0,0,0,4082.34
700,2025-11-02,0,1382,650-700,56,20,1281.37,0.244,209.96,3,0.065,2,0,0,0,1,1,0,2531.19
701,2025-03-04,0,709,600-650,204,25,1024.19,0.304,242.66,3,0.127,2,0,0,0,0,1,0,2118.7
702,2025-12-12,1,58,700-800,29,5,205.93,0.373,74.49,1,0.517,0,0,0,0,0,0,1,630.78
703,2024-04-21,0,582,700-800,65,29,2036.07,0.23,164.38,1,0.052,2,0,0,0,0,0,0,5564.45
704,2025-06-17,1,9,700-800,12,2,209.86,0.368,69.94,3,3.0,0,0,0,0,0,0,1,712.15
705,2024-10-17,0,172,650-700,109,29,1324.6,0.257,121.24,4,0.698,1,1,99,0,0,0,0,4828.94
706,2024-06-23,0,1091,600-650,121,24,1034.14,0.205,193.04,0,0.0,7,1,49,0,0,1,0,3000.55
707,2024-12-05,0,1241,<600,148,20,1230.97,0.355,117.72,3,0.073,2,1,129,1,0,0,0,3666.34
708,2024-08-27,0,1139,700-800,72,34,2149.28,0.247,0.0,4,0.105,4,0,0,2,0,1,0,6435.92
709,2024-12-29,0,619,650-700,55,28,1393.96,0.221,196.19,5,0.242,4,1,79,0,0,0,0,4696.94
710,2024-06-11,0,761,650-700,100,32,1373.77,0.372,101.73,4,0.158,5,0,0,2,0,0,0,3587.17
711,2024-07-08,1,40,600-650,19,3,177.35,0.368,289.33,1,0.75,0,0,0,0,0,1,0,331.72
712,2025-02-05,0,503,650-700,154,25,1069.66,0.334,60.26,1,0.06,5,1,99,0,0,1,0,4076.22
713,2024-12-21,0,1412,700-800,92,28,1706.24,0.271,98.89,4,0.085,2,1,49,1,0,1,0,5786.87
714,2024-03-04,0,603,650-700,13,30,388.22,0.455,62.44,2,0.1,2,0,0,1,0,1,0,1093.67
715,2024-10-31,0,1435,700-800,24,29,509.99,0.446,6.81,2,0.042,3,1,49,1,0,0,0,2214.05
716,2024-08-12,0,292,600-650,5,21,971.06,0.279,175.82,0,0.0,1,1,79,0,0,0,0,3278.19
717,2024-12-16,0,536,600-650,72,28,876.28,0.183,151.16,3,0.168,3,1,129,1,0,1,0,2919.81
718,2025-07-20,0,200,700-800,93,21,545.66,0.333,218.49,4,0.6,3,0,0,0,0,0,0,1563.73
719,2025-09-07,0,1189,600-650,143,28,1356.27,0.279,46.36,1,0.025,5,0,0,0,0,0,0,2988.25
720,2025-04-10,0,626,650-700,90,31,0.0,0.327,137.0,3,0.144,8,0,0,0,0,0,0,0.0
721,2024-08-19,0,543,700-800,145,23,1052.38,0.176,83.58,2,0.11,7,0,0,2,0,1,0,2820.38
722,2024-08-03,1,10,<600,16,2,158.43,0.421,125.03,1,1.0,1,0,0,0,0,0,0,224.13
723,2024-10-13,1,48,650-700,3,2,110.79,0.466,41.04,1,0.625,0,0,0,0,0,1,0,215.29
724,2024-03-02,0,556,650-700,164,25,799.56,0.221,127.37,4,0.216,6,1,99,1,0,0,0,2999.08
725,2025-05-06,0,638,800+,192,22,1241.69,0.372,134.82,6,0.282,2,1,49,1,0,0,0,4615.79
726,2025-12-31,0,880,650-700,55,17,2283.25,0.219,70.55,2,0.068,0,1,79,1,0,0,0,7503.41
727,2025-03-25,1,80,650-700,29,2,125.41,0.427,220.48,2,0.75,2,0,0,0,0,0,0,193.26
728,2025-03-04,1,15,700-800,9,2,225.62,0.288,91.49,2,2.0,0,1,99,0,0,0,0,1812.47
729,2025-11-07,0,619,700-800,14,27,960.73,0.271,149.32,2,0.097,6,0,0,1,0,0,0,3030.93
730,2024-12-25,0,238,600-650,97,25,1433.01,0.142,17.08,2,0.252,6,1,79,0,0,1,0,4641.89
731,2025-12-10,0,1209,<600,207,24,892.63,0.225,59.9,6,0.149,4,1,79,1,1,0,0,1832.54
732,2025-02-21,0,612,700-800,136,23,1378.01,0.44,186.95,2,0.098,3,0,0,0,1,1,1,3099.03
733,2024-06-12,1,1,650-700,11,3,133.05,0.171,120.33,0,0.0,0,0,0,0,0,0,0,60.39
734,2025-09-30,0,611,600-650,42,28,263.91,0.263,64.52,1,0.049,2,0,0,0,0,0,0,498.89
735,2024-12-31,0,995,700-800,98,29,1353.19,0.158,50.96,5,0.151,3,0,0,0,0,0,0,3978.61
736,2025-12-25,0,1093,700-800,63,22,1205.34,0.361,98.31,3,0.082,1,1,79,1,0,0,0,4550.87
737,2024-02-17,0,245,800+,156,21,852.53,0.342,227.09,3,0.367,2,1,99,0,0,0,0,3582.47
738,2024-07-20,0,1364,800+,182,15,620.07,0.392,190.55,3,0.066,3,0,0,0,0,0,0,1805.18
739,2024-05-06,0,1450,600-650,206,27,1259.36,0.329,68.52,2,0.041,1,0,0,1,0,0,1,3107.4
740,2024-03-08,0,100,650-700,35,33,701.64,0.252,126.46,3,0.9,5,1,79,0,0,0,0,2905.76
741,2025-04-14,0,837,700-800,49,23,887.56,0.496,62.57,5,0.179,3,1,99,0,0,0,0,3982.57
742,2024-11-11,1,63,<600,7,7,220.16,0.237,57.91,0,0.0,0,0,0,0,0,0,0,551.38
743,2025-05-03,1,74,700-800,25,4,192.97,0.467,174.87,0,0.0,1,0,0,0,0,0,0,492.36
744,2025-09-26,0,94,700-800,16,29,1132.26,0.155,206.4,3,0.957,3,1,99,0,1,1,0,3717.67
745,2024-09-30,1,49,650-700,14,2,106.0,0.024,51.01,0,0.0,0,0,0,0,0,0,0,368.14
746,2025-01-31,0,514,700-800,125,25,717.7,0.132,79.56,5,0.292,2,0,0,1,0,1,0,1773.48
747,2024-05-25,1,52,650-700,13,1,197.78,0.499,173.79,3,1.731,1,0,0,0,0,0,0,637.15
748,2024-09-28,0,654,600-650,96,26,820.12,0.181,42.98,4,0.183,1,1,79,0,0,0,0,2705.64
749,2024-10-09,1,10,700-800,25,3,156.66,0.201,208.24,0,0.0,1,0,0,0,0,0,0,315.13
750,2025-08-01,0,486,800+,131,27,1734.4,0.234,65.18,1,0.062,5,1,129,0,0,1,0,7071.67
751,2025-01-04,0,1110,600-650,135,21,1129.21,0.222,169.8,6,0.162,0,1,49,1,0,0,0,3159.22
752,2024-09-06,0,671,800+,73,30,1831.12,0.465,41.98,2,0.089,0,0,0,1,0,0,0,5894.78
753,2024-11-27,0,1159,600-650,33,30,911.73,0.182,185.26,3,0.078,4,1,99,0,0,0,0,3233.56
754,2024-06-25,0,599,700-800,23,30,1237.38,0.449,65.82,3,0.15,4,1,79,0,0,1,0,4976.26
755,2025-07-19,0,1386,650-700,178,20,687.65,0.236,123.53,2,0.043,1,1,99,2,0,0,0,2729.93
756,2025-01-16,0,793,700-800,40,24,1100.15,0.202,70.96,3,0.113,4,0,0,0,0,0,0,3505.54
757,2025-05-08,0,387,800+,130,30,1168.27,0.498,124.38,3,0.233,4,0,0,1,0,0,0,3436.77
758,2024-04-26,0,442,<600,204,27,718.62,0.381,45.69,2,0.136,4,1,99,1,0,0,0,2384.31
759,2024-06-19,0,241,650-700,16,23,507.57,0.443,60.85,2,0.249,0,1,49,0,0,0,0,1859.96
760,2025-12-11,0,640,700-800,162,35,1290.04,0.435,207.21,1,0.047,3,1,99,1,0,0,1,4663.18
761,2025-05-28,0,740,650-700,103,21,1447.51,0.105,216.4,5,0.203,2,0,0,1,0,0,0,3522.97
762,2024-09-24,0,399,600-650,140,21,1307.27,0.369,175.42,1,0.075,7,0,0,0,0,0,0,3017.36
763,2025-03-31,0,516,650-700,195,21,1353.77,0.174,119.95,1,0.058,4,1,79,1,0,1,0,4404.76
764,2025-12-27,0,682,<600,209,20,1345.03,0.191,60.55,5,0.22,2,0,0,1,0,1,1,2803.01
765,2025-05-15,0,661,600-650,28,19,711.33,0.485,203.03,5,0.227,1,0,0,0,0,0,0,1655.05
766,2025-05-13,1,3,700-800,12,4,158.63,0.294,74.58,2,2.0,0,0,0,0,0,0,0,316.88
767,2024-05-27,0,452,700-800,17,21,1408.06,0.207,173.63,2,0.133,6,0,0,0,1,0,0,3285.93
768,2024-03-15,0,133,700-800,21,34,575.7,0.26,107.65,4,0.902,4,0,0,0,0,0,0,1691.04
769,2024-11-13,1,28,<600,27,3,228.99,0.294,31.59,2,2.0,0,0,0,0,0,0,0,540.35
770,2024-02-13,0,1498,700-800,71,21,615.46,0.375,145.57,3,0.06,4,0,0,1,0,0,0,1719.17
771,2024-08-04,1,78,650-700,6,1,173.82,0.197,175.07,0,0.0,0,0,0,0,0,0,0,603.53
772,2024-10-16,1,37,700-800,8,0,143.04,0.344,29.55,2,1.622,0,1,49,0,0,0,0,740.42
773,2025-12-23,0,187,650-700,192,27,1560.23,0.219,143.68,4,0.642,1,0,0,0,0,0,0,4034.82
774,2025-12-08,0,1206,600-650,174,27,544.45,0.311,54.91,1,0.025,2,0,0,0,0,1,0,1270.19
775,2024-10-05,0,607,800+,194,20,1622.74,0.282,214.32,7,0.346,1,0,0,0,0,1,0,4843.4
776,2024-05-12,0,495,700-800,152,27,1576.07,0.425,203.86,3,0.182,6,0,0,1,0,0,1,4359.89
777,2024-04-13,0,510,700-800,73,29,1111.69,0.135,103.81,0,0.0,3,0,0,1,0,1,0,3260.94
778,2024-08-28,0,190,650-700,179,24,215.07,0.458,137.12,4,0.632,3,0,0,0,0,0,1,591.84
779,2024-10-14,1,53,600-650,8,2,30.69,0.2,126.46,2,1.132,1,0,0,0,0,0,0,0.0
780,2024-12-20,0,1202,650-700,105,22,1785.62,0.526,119.08,3,0.075,3,1,49,1,0,1,0,5545.91
781,2025-01-03,0,1146,800+,186,34,1197.12,0.227,0.0,2,0.052,2,0,0,0,0,1,1,4058.65
782,2024-06-20,0,886,700-800,38,27,879.65,0.145,185.51,2,0.068,0,0,0,1,0,0,0,2601.13
783,2025-06-19,0,843,<600,153,28,2105.73,0.185,78.92,2,0.071,3,0,0,0,0,0,0,4325.31
784,2024-12-01,1,79,700-800,27,3,0.0,0.236,91.31,0,0.0,0,0,0,0,0,0,0,19.24
785,2024-06-26,0,1049,700-800,90,30,720.36,0.384,21.89,2,0.057,1,0,0,0,0,0,0,2198.66
786,2024-01-21,0,626,700-800,151,28,898.09,0.276,115.94,1,0.048,3,0,0,0,0,0,0,2427.37
787,2025-12-22,1,14,650-700,25,4,152.27,0.291,151.0,2,2.0,0,0,0,0,0,0,0,233.45
788,2025-04-20,0,1308,800+,165,22,1499.52,0.376,145.13,3,0.069,1,1,129,0,0,0,0,6095.28
789,2024-10-11,0,1312,650-700,69,28,798.16,0.173,177.13,1,0.023,2,0,0,1,0,0,0,2051.54
790,2025-11-07,0,1086,700-800,19,30,1075.3,0.325,109.87,4,0.11,3,0,0,1,0,0,0,3330.1
791,2025-08-09,1,69,<600,17,2,189.31,0.156,61.21,1,0.435,1,0,0,0,0,0,0,309.72
792,2024-02-01,0,482,650-700,40,25,1300.83,0.421,116.51,4,0.249,4,0,0,1,0,0,0,3579.24
793,2025-12-07,1,82,600-650,9,5,196.37,0.349,91.23,2,0.732,0,0,0,0,0,0,0,439.77
794,2025-05-08,0,424,650-700,194,27,1624.76,0.285,257.63,2,0.142,3,0,0,0,0,0,0,4091.51
795,2024-02-22,0,1284,650-700,183,31,1550.89,0.372,185.36,2,0.047,4,1,79,1,0,0,1,5067.88
796,2024-07-29,0,887,650-700,159,24,1262.48,0.287,55.04,2,0.068,4,1,99,0,0,0,0,4344.59
797,2024-04-24,0,824,600-650,21,29,1613.25,0.326,0.0,2,0.073,2,0,0,0,0,0,0,4189.23
798,2025-05-22,0,259,650-700,65,27,1202.45,0.342,207.49,7,0.811,2,1,129,0,0,0,0,4450.99
799,2025-02-12,0,224,650-700,170,24,1363.49,0.457,145.6,7,0.938,4,0,0,0,0,0,1,3443.75
800,2025-04-04,0,412,700-800,17,33,1810.25,0.283,158.38,2,0.146,6,1,79,0,0,0,0,6744.59
801,2024-12-12,1,68,600-650,11,6,178.23,0.583,180.66,1,0.441,2,0,0,0,0,0,0,288.75
802,2024-11-15,0,1225,650-700,129,18,763.81,0.43,102.97,4,0.098,3,1,79,0,0,0,0,2851.8
803,2024-01-16,1,41,600-650,16,4,95.53,0.349,66.99,0,0.0,2,0,0,0,0,1,0,28.36
804,2025-11-18,0,1112,800+,141,19,553.68,0.334,54.0,3,0.081,3,1,79,1,0,0,0,2432.53
805,2024-10-18,1,85,<600,7,8,107.29,0.396,169.01,2,0.706,1,0,0,0,0,0,0,261.45
806,2024-06-28,1,77,600-650,20,7,111.8,0.351,112.61,3,1.169,0,0,0,0,0,0,0,412.15
807,2025-06-04,1,31,700-800,11,3,103.28,0.54,63.25,0,0.0,0,1,79,0,0,0,0,1299.09
808,2025-10-19,0,720,650-700,206,19,1643.99,0.071,144.9,3,0.125,2,1,79,1,1,0,0,3919.97
809,2024-07-18,0,477,700-800,126,24,1208.48,0.318,142.51,5,0.314,3,0,0,0,0,0,0,3326.38
810,2025-04-16,1,69,<600,1,2,264.22,0.327,83.97,1,0.435,1,0,0,0,0,1,0,567.49
811,2024-11-21,1,74,600-650,5,3,57.13,0.179,120.59,3,1.216,0,0,0,0,0,1,0,149.86
812,2024-12-04,0,1131,700-800,137,23,1094.99,0.307,106.54,3,0.08,2,0,0,0,0,0,0,3130.98
813,2025-10-10,1,71,600-650,2,4,170.53,0.212,184.02,2,0.845,1,0,0,0,0,1,0,483.1
814,2024-03-31,0,690,600-650,75,26,717.53,0.355,95.69,0,0.0,3,1,79,0,0,0,0,2331.82
815,2024-02-29,0,1384,650-700,174,27,1123.7,0.332,147.34,2,0.043,3,0,0,0,0,0,0,2806.71
816,2024-11-18,1,18,700-800,4,1,132.27,0.299,133.35,2,2.0,0,0,0,0,0,0,0,433.29
817,2024-10-14,0,1439,600-650,61,20,1507.71,0.302,114.0,3,0.063,3,0,0,0,1,1,1,2886.01
818,2025-04-03,0,1276,<600,39,24,1279.46,0.159,179.27,2,0.047,4,1,49,0,0,0,1,3009.99
819,2025-06-19,0,1180,650-700,174,31,1250.65,0.304,180.07,1,0.025,1,0,0,0,0,1,0,3330.83
820,2024-09-03,0,362,700-800,123,35,1556.18,0.219,105.08,3,0.249,2,1,99,2,0,0,0,5733.38
821,2025-03-21,0,1304,700-800,135,22,1743.89,0.413,143.19,9,0.207,9,1,79,0,0,0,0,6048.15
822,2025-01-06,0,1002,650-700,176,23,1334.71,0.281,160.35,5,0.15,3,0,0,0,0,0,0,3299.19
823,2025-02-20,1,69,650-700,3,0,183.8,0.315,94.24,2,0.87,1,0,0,0,0,1,0,618.24
824,2024-02-09,0,488,800+,191,29,864.99,0.326,115.99,3,0.184,5,1,49,0,0,0,0,3222.11
825,2024-12-25,0,1414,650-700,20,38,478.19,0.294,72.86,1,0.021,3,1,79,0,0,0,0,2478.34
826,2024-06-21,1,57,700-800,29,1,168.19,0.13,173.11,0,0.0,0,1,129,0,0,0,0,1812.65
827,2024-04-30,0,847,700-800,207,29,759.58,0.235,119.53,1,0.035,3,1,79,0,0,0,0,2992.77
828,2024-07-25,0,333,700-800,73,34,1806.28,0.439,91.71,2,0.18,6,0,0,0,0,1,0,5329.58
829,2024-09-12,0,664,650-700,5,38,1003.8,0.381,67.05,2,0.09,0,1,79,0,0,0,0,4100.04
830,2024-07-03,0,1325,600-650,49,28,1301.8,0.3,238.25,4,0.091,3,1,49,1,0,1,0,3535.21
831,2024-05-01,1,84,650-700,17,2,167.09,0.221,100.33,1,0.357,0,0,0,0,0,1,0,494.87
832,2025-11-28,0,611,<600,4,25,1057.12,0.451,132.25,5,0.245,3,0,0,0,0,0,0,2098.68
833,2025-08-31,0,1278,800+,109,27,910.95,0.199,37.82,1,0.023,4,0,0,0,1,1,0,2278.69
834,2024-10-22,0,1049,650-700,180,33,763.12,0.454,96.72,2,0.057,3,1,49,0,0,0,0,2643.44
835,2024-04-09,0,1045,650-700,186,34,1014.33,0.405,189.46,3,0.086,3,0,0,0,1,1,0,2078.12
836,2025-08-20,0,1147,800+,28,21,365.26,0.235,199.44,1,0.026,2,0,0,0,0,0,1,1229.79
837,2024-11-03,0,614,700-800,167,26,1632.75,0.337,119.25,2,0.098,4,0,0,0,0,0,0,4580.99
838,2025-06-06,1,26,600-650,7,4,201.07,0.458,19.26,1,1.0,0,0,0,0,0,0,0,643.98
839,2024-04-23,0,1201,800+,59,30,942.64,0.044,177.5,1,0.025,4,0,0,0,1,0,1,2271.57
840,2024-11-08,0,849,800+,130,26,1309.42,0.525,66.37,2,0.071,4,1,79,1,0,0,0,5357.39
841,2025-01-21,0,700,600-650,161,23,671.64,0.33,125.24,3,0.129,1,0,0,1,0,0,0,1619.14
842,2024-02-05,0,257,650-700,148,26,1362.23,0.403,122.47,2,0.233,3,0,0,0,0,1,0,3536.5
843,2024-07-30,0,814,650-700,31,29,1203.0,0.261,221.33,3,0.111,0,1,99,0,0,0,0,4411.44
844,2025-10-09,0,852,650-700,200,24,2012.96,0.327,130.82,0,0.0,1,0,0,2,0,1,0,4988.36
845,2025-04-13,0,1369,700-800,4,19,1647.09,0.466,123.95,2,0.044,3,0,0,1,0,0,1,5015.39
846,2025-03-31,0,839,650-700,64,30,215.41,0.053,134.52,5,0.179,2,1,49,1,0,0,0,941.46
847,2024-08-18,0,1299,700-800,161,35,1550.53,0.208,28.95,2,0.046,1,1,99,0,0,0,0,5892.7
848,2025-04-16,0,1352,700-800,67,26,1284.2,0.271,165.5,1,0.022,3,0,0,0,0,0,0,3571.32
849,2025-05-09,0,133,650-700,28,21,168.63,0.288,109.45,3,0.677,2,0,0,0,0,0,1,321.32
850,2024-05-27,0,586,<600,91,24,1491.16,0.165,104.16,0,0.0,3,1,99,0,0,1,0,3888.51
851,2024-12-07,1,9,600-650,28,4,82.25,0.469,53.93,3,3.0,1,0,0,0,0,1,0,347.6
852,2024-07-13,0,305,650-700,170,32,877.71,0.174,164.05,2,0.197,6,0,0,0,0,0,0,2456.85
853,2024-03-24,0,1274,700-800,167,17,1414.67,0.324,152.7,2,0.047,4,1,129,0,0,1,1,5430.4
854,2025-05-20,0,662,650-700,165,23,718.48,0.42,78.26,2,0.091,3,0,0,1,0,0,0,1962.86
855,2024-05-20,1,51,600-650,19,3,182.93,0.377,197.83,2,1.176,0,0,0,0,0,0,1,462.39
856,2025-11-11,0,1197,<600,196,26,1705.23,0.366,78.89,3,0.075,1,1,79,0,0,0,0,4446.08
857,2025-07-08,0,843,700-800,15,24,756.21,0.385,132.31,4,0.142,3,1,99,0,0,0,0,3178.05
858,2024-02-24,1,78,650-700,1,4,164.4,0.209,116.48,2,0.769,0,0,0,0,0,0,0,249.21
859,2025-10-18,1,65,650-700,29,6,170.67,0.256,194.8,1,0.462,1,1,49,0,0,0,0,752.47
860,2024-01-16,0,141,700-800,134,33,949.54,0.334,34.58,1,0.213,2,1,79,2,0,0,0,3756.5
861,2025-08-07,0,541,700-800,119,19,1218.64,0.43,195.96,2,0.111,6,0,0,1,0,0,0,3153.81
862,2024-05-12,0,1498,600-650,119,34,1554.29,0.452,160.07,1,0.02,2,1,79,1,0,0,0,4383.64
863,2024-04-24,0,684,600-650,95,30,1246.73,0.315,77.27,2,0.088,6,0,0,0,0,1,1,2922.03
864,2024-06-08,0,873,700-800,7,32,1673.75,0.31,115.94,2,0.069,6,1,79,0,0,0,0,6316.12
865,2025-03-09,0,469,700-800,146,31,880.95,0.369,74.04,2,0.128,5,1,79,1,0,0,0,3614.87
866,2024-08-17,0,1103,600-650,40,21,1257.97,0.205,206.76,2,0.054,2,0,0,1,0,1,1,3011.89
867,2025-06-20,0,596,650-700,113,23,1411.66,0.373,126.8,5,0.252,1,1,99,0,0,0,0,4914.51
868,2025-11-14,0,747,600-650,126,25,1035.08,0.484,172.7,4,0.161,4,0,0,1,0,1,0,2243.01
869,2025-05-28,0,1087,<600,88,31,921.23,0.274,223.23,3,0.083,0,0,0,1,0,1,0,1868.46
870,2025-11-02,0,365,700-800,16,42,1141.28,0.256,49.41,1,0.082,5,0,0,1,0,0,1,3560.85
871,2024-07-10,0,166,650-700,40,32,1005.6,0.381,140.98,0,0.0,2,0,0,0,0,0,1,2813.98
872,2024-06-04,0,1030,650-700,148,33,743.37,0.374,67.17,3,0.087,6,0,0,1,0,1,1,1832.88
873,2024-11-24,0,899,700-800,168,28,1201.32,0.285,63.84,2,0.067,4,1,99,1,0,0,0,4554.04
874,2024-05-25,1,40,<600,12,6,116.03,0.254,126.73,1,0.75,0,0,0,0,0,1,0,449.37
875,2024-01-09,0,1143,600-650,186,23,2167.67,0.214,121.82,2,0.052,3,1,99,0,0,1,0,6239.17
876,2024-08-07,0,727,<600,4,27,982.62,0.421,0.0,4,0.165,4,1,79,0,0,0,0,3197.77
877,2024-10-23,0,1088,<600,141,25,1137.27,0.236,108.6,2,0.055,5,0,0,0,0,1,0,2181.06
878,2024-09-22,0,386,650-700,199,22,927.9,0.212,196.05,3,0.233,3,0,0,0,0,1,0,2380.22
879,2025-03-23,0,239,650-700,74,27,964.76,0.397,138.59,2,0.251,1,0,0,0,0,0,0,2573.83
880,2024-08-13,1,81,700-800,14,3,247.16,0.183,169.42,2,0.741,0,0,0,0,0,0,0,529.83
881,2024-04-17,1,58,600-650,23,3,147.19,0.214,193.71,2,1.034,1,0,0,0,0,0,0,331.36
882,2025-03-08,0,644,600-650,78,21,959.11,0.306,255.81,2,0.093,3,0,0,0,0,0,0,2029.49
883,2024-02-14,0,855,700-800,2,27,1273.74,0.33,152.99,2,0.07,2,1,79,0,0,0,0,4981.14
884,2025-01-23,0,1069,<600,101,31,1420.79,0.206,104.32,0,0.0,1,1,79,0,0,0,0,3733.81
885,2024-11-16,0,195,650-700,86,26,1179.19,0.488,132.61,4,0.615,3,0,0,0,0,0,0,2990.56
886,2024-05-16,0,346,<600,128,40,828.04,0.242,148.2,3,0.26,0,1,99,0,0,1,1,2461.02
887,2024-04-09,0,339,800+,145,32,1612.81,0.237,8.15,3,0.265,0,0,0,1,0,0,0,5194.7
888,2024-03-02,0,948,800+,176,32,1797.22,0.329,134.71,3,0.095,3,0,0,1,0,0,0,5427.72
889,2025-05-03,0,1363,<600,4,34,1441.32,0.29,183.99,2,0.044,1,1,99,1,0,0,0,3837.15
890,2025-07-27,0,506,800+,51,20,1107.28,0.427,130.69,0,0.0,2,0,0,0,0,0,0,3239.15
891,2025-01-04,0,365,650-700,68,31,815.01,0.304,62.34,1,0.082,2,0,0,1,0,0,0,2185.65
892,2025-09-22,1,66,700-800,12,2,164.87,0.552,204.72,2,0.909,0,0,0,0,0,1,0,472.6
893,2024-03-17,0,272,700-800,123,26,916.18,0.449,30.9,2,0.221,4,0,0,0,0,1,1,2787.37
894,2025-08-04,0,535,650-700,120,19,1377.26,0.131,116.16,2,0.112,1,0,0,0,0,1,0,3499.86
895,2025-04-09,0,787,650-700,3,27,1329.93,0.329,176.34,1,0.038,3,1,99,0,0,0,0,5074.35
896,2025-05-22,1,62,650-700,15,1,139.73,0.384,74.74,3,1.452,0,0,0,0,0,0,0,456.98
897,2025-10-21,0,485,700-800,14,25,375.73,0.0,64.25,2,0.124,3,0,0,0,0,0,0,912.82
898,2024-11-13,0,939,<600,72,36,988.22,0.482,231.4,4,0.128,3,1,49,0,0,0,0,2294.2
899,2025-01-12,0,1040,700-800,141,34,1485.23,0.378,105.67,6,0.173,3,0,0,0,0,0,0,4189.88
900,2024-04-28,0,873,700-800,101,24,380.13,0.3,87.47,5,0.172,7,1,79,0,0,0,0,1908.86
901,2025-04-20,0,621,700-800,81,30,1748.25,0.293,270.22,0,0.0,5,1,49,1,1,1,1,4619.03
902,2025-01-25,0,1293,700-800,35,17,1061.49,0.212,39.56,2,0.046,3,1,79,0,0,0,0,4401.44
903,2024-12-08,1,61,650-700,11,5,94.44,0.162,150.86,0,0.0,1,0,0,0,0,0,0,63.56
904,2024-02-27,1,89,700-800,7,2,192.92,0.387,87.94,2,0.674,2,1,49,0,0,0,0,958.08
905,2025-05-01,0,912,650-700,191,29,1536.73,0.006,99.97,3,0.099,4,0,0,0,0,0,0,3754.5
906,2024-05-16,0,665,700-800,107,22,1098.89,0.482,8.48,0,0.0,5,1,79,0,0,0,0,4195.27
907,2025-01-31,0,306,600-650,138,23,983.14,0.143,141.31,1,0.098,4,0,0,1,0,0,0,2334.44
908,2025-02-05,1,25,600-650,3,5,189.19,0.448,0.0,0,0.0,0,0,0,0,0,1,0,306.86
909,2024-11-28,0,759,700-800,61,28,1133.43,0.248,141.86,3,0.119,1,1,49,1,1,1,0,3051.5
910,2025-07-03,0,579,600-650,146,28,952.71,0.209,121.63,3,0.155,4,1,79,0,0,0,0,2928.71
911,2024-10-16,0,577,700-800,196,19,1244.94,0.23,144.31,2,0.104,4,1,99,0,0,0,0,4588.08
912,2025-03-23,1,4,700-800,17,3,122.61,0.232,155.33,2,2.0,1,0,0,0,0,1,0,432.46
913,2024-06-24,1,16,650-700,2,4,156.41,0.332,191.92,0,0.0,1,0,0,0,0,0,0,545.89
