customer_id,ref_date,is_new,days_relationship,score_band,recency_days,freq_90d,monetary_90d,weekend_ratio,spend_std_90d,app_interactions_30d,engagement_rate,multimodal_90d,plan_active,plan_price,reactivations_12m,inadimplencia,p_churn_90d,p_convert_30d,ltv_12m_hat,segmento_kmeans,nba_decision,decision_reason
2137,2025-10-16,0,516,650-700,79,18,1129.33,0.371,135.15,2,0.116,4,1,79,1,1,0.269783919202813,0.1701180774785496,3682.2520226621837,0,NENHUMA,Inelegível por risco (inadimplência/score)
2146,2025-09-23,0,995,650-700,157,24,1501.33,0.322,116.84,5,0.151,3,0,0,0,0,0.2336838502464821,0.21148098843369112,3846.1486966366197,4,NENHUMA,Baixa propensão; evitar contato
2150,2025-11-03,1,87,<600,13,6,40.04,0.251,116.54,0,0.0,0,0,0,0,0,0.41017978067016997,0.17438586628930122,86.21674749990916,3,NENHUMA,Inelegível por risco (inadimplência/score)
2152,2025-11-15,0,1196,<600,65,32,835.34,0.37,44.99,3,0.075,2,1,49,0,0,0.30541895191056084,0.1684738476609363,2371.2451664539403,0,NENHUMA,Inelegível por risco (inadimplência/score)
2155,2025-08-14,0,299,700-800,191,29,238.62,0.554,170.19,5,0.502,1,0,0,1,0,0.2036599039633133,0.2821499001395795,636.5568138154722,4,CASHBACK_LEVE,Ação leve (propensão moderada)
2161,2025-12-21,0,1060,800+,123,16,910.89,0.075,74.67,3,0.085,1,0,0,0,0,0.09511861490454639,0.16440013385653487,2749.383323564504,0,NENHUMA,Baixa propensão; evitar contato
2167,2025-11-17,0,453,700-800,202,24,960.66,0.641,123.06,1,0.066,4,1,79,1,0,0.14960673348965026,0.13357905609529638,3711.2094994289296,4,NENHUMA,Baixa propensão; evitar contato
2172,2025-09-09,1,41,<600,8,1,203.97,0.209,66.96,0,0.0,1,0,0,0,0,0.3924223287581707,0.08337692503637922,379.6244463931352,3,NENHUMA,Inelegível por risco (inadimplência/score)
2176,2025-08-18,0,457,650-700,105,21,688.78,0.25,131.74,2,0.131,4,1,79,1,0,0.143849016596396,0.16096497384060376,2608.681341892703,0,NENHUMA,Baixa propensão; evitar contato
2177,2025-12-16,0,1474,<600,57,24,1057.22,0.492,121.8,4,0.081,5,0,0,0,0,0.3801888757393514,0.1969398797279741,2121.2507463231514,0,NENHUMA,Inelegível por risco (inadimplência/score)
2180,2025-11-01,1,65,800+,11,6,156.42,0.341,186.95,2,0.923,1,0,0,0,0,0.12420722702284895,0.12596219537556924,438.6892554975267,1,NENHUMA,Baixa propensão; evitar contato
2189,2025-08-03,0,1042,700-800,110,29,496.57,0.21,77.59,0,0.0,0,1,129,1,0,0.12271506344767477,0.11667892583704903,2211.5686475256416,0,NENHUMA,Baixa propensão; evitar contato
2192,2025-10-09,0,1490,<600,66,18,1066.14,0.611,109.1,3,0.06,1,0,0,0,0,0.3660980280236691,0.17572026866848414,2123.1946487176315,4,NENHUMA,Inelegível por risco (inadimplência/score)
2194,2025-11-16,1,37,700-800,10,7,208.94,0.513,334.93,0,0.0,0,0,0,0,0,0.21564670411941617,0.1316844934416355,589.3377945271019,1,NENHUMA,Baixa propensão; evitar contato
2195,2025-08-08,1,40,<600,2,2,130.14,0.351,165.4,2,1.5,1,0,0,0,0,0.44816211628194813,0.14275514843638992,323.74807433815687,2,NENHUMA,Inelegível por risco (inadimplência/score)
2197,2025-10-28,1,45,650-700,24,2,199.55,0.369,120.19,1,0.667,0,0,0,0,0,0.1790425804176508,0.08789204786658011,530.747161113551,3,NENHUMA,Baixa propensão; evitar contato
2199,2025-12-18,0,198,<600,38,26,832.23,0.125,188.11,0,0.0,1,1,79,1,0,0.26465131383834417,0.14391132750065908,2325.727923382726,0,NENHUMA,Inelegível por risco (inadimplência/score)
2205,2025-11-23,0,1294,650-700,149,33,1053.22,0.078,150.95,0,0.0,1,1,129,0,1,0.24031749341962988,0.14184259621702425,3745.4014602058965,0,NENHUMA,Inelegível por risco (inadimplência/score)
2210,2025-12-01,0,1488,650-700,124,23,626.16,0.317,146.87,2,0.04,5,0,0,2,0,0.1954047665512965,0.17063926999944445,1537.4966511413759,0,NENHUMA,Baixa propensão; evitar contato
2214,2025-07-27,1,51,650-700,5,6,129.7,0.506,18.59,0,0.0,1,0,0,0,0,0.1877241686553309,0.0900552901771635,419.3834695976684,3,NENHUMA,Baixa propensão; evitar contato
2215,2025-11-15,0,369,700-800,179,27,830.97,0.371,205.4,3,0.244,3,1,79,0,0,0.13088220195800984,0.13674398710336108,3136.7708907745596,4,NENHUMA,Baixa propensão; evitar contato
2218,2025-07-02,0,758,600-650,9,17,1547.23,0.281,223.88,2,0.079,1,1,79,0,0,0.18643461557471333,0.1948623097337119,4486.561123615132,0,NENHUMA,Baixa propensão; evitar contato
2220,2025-10-12,1,8,700-800,23,3,154.77,0.381,58.67,1,1.0,0,0,0,0,0,0.07617448623636039,0.07344577532925924,388.8742107109649,3,NENHUMA,Baixa propensão; evitar contato
2225,2025-10-14,1,66,650-700,16,3,109.03,0.135,10.34,1,0.455,0,0,0,0,0,0.18155499751756757,0.07803487069615997,288.1284750563658,3,NENHUMA,Baixa propensão; evitar contato
2228,2025-09-08,0,1248,700-800,30,32,2385.55,0.346,0.0,2,0.048,3,0,0,0,0,0.24288494902439017,0.2790645132838584,5717.755124710758,0,CASHBACK_LEVE,Ação leve (propensão moderada)
2235,2025-11-16,0,540,<600,163,19,1044.63,0.304,52.13,3,0.167,2,0,0,0,0,0.3103415850064785,0.10105340086331152,2112.528448557061,4,NENHUMA,Inelegível por risco (inadimplência/score)
2237,2025-07-17,0,1472,800+,44,40,887.25,0.388,127.09,6,0.122,1,0,0,0,0,0.14219963451071232,0.2639323977522033,2695.1499830781017,0,CASHBACK_LEVE,Ação leve (propensão moderada)
2238,2025-07-12,0,1126,600-650,88,24,1315.99,0.363,163.62,5,0.133,2,0,0,0,0,0.2745872240308384,0.19500626533351417,3068.9884942135964,4,NENHUMA,Baixa propensão; evitar contato
2239,2025-09-04,1,60,650-700,24,4,250.47,0.294,141.26,3,1.5,1,0,0,0,0,0.16194148340787803,0.1489729643601832,661.2445359460921,2,NENHUMA,Baixa propensão; evitar contato
2252,2025-09-15,1,43,700-800,29,1,156.7,0.303,70.12,2,1.395,1,1,79,0,0,0.07322785982423634,0.1471622401450648,1224.5278553065514,2,NENHUMA,Baixa propensão; evitar contato
2254,2025-11-02,1,32,700-800,14,2,259.7,0.101,139.31,1,0.938,4,0,0,0,0,0.1275489026956357,0.11185772627073355,758.3783257565052,1,NENHUMA,Baixa propensão; evitar contato
2255,2025-11-14,0,233,700-800,91,29,10.37,0.351,163.15,1,0.129,2,1,129,0,0,0.15313852999998706,0.21845928536061107,1074.4557391284475,0,NENHUMA,Baixa propensão; evitar contato
2256,2025-09-25,1,59,700-800,21,2,117.35,0.164,64.0,0,0.0,0,1,99,0,0,0.11574156154058376,0.10553328173595845,1228.5597109415548,1,NENHUMA,Baixa propensão; evitar contato
2259,2025-12-30,0,326,600-650,69,25,1284.44,0.4,106.83,1,0.092,2,0,0,1,0,0.2670491392444117,0.1520395471602448,3068.4017217891264,4,NENHUMA,Baixa propensão; evitar contato
2260,2025-09-08,0,1322,650-700,172,18,1057.02,0.075,152.26,3,0.068,2,1,99,0,0,0.17063924941659686,0.12592292432870053,3923.2732940341803,0,NENHUMA,Baixa propensão; evitar contato
2265,2025-10-06,1,35,700-800,3,2,126.76,0.399,0.0,1,0.857,1,0,0,0,0,0.0854076561741415,0.10175964912226246,394.2563235995079,3,NENHUMA,Baixa propensão; evitar contato
2272,2025-10-28,0,840,700-800,199,30,1561.8,0.338,174.44,3,0.107,2,0,0,0,0,0.22368633863054146,0.25277331472365006,4253.478292291048,4,CASHBACK_LEVE,Ação leve (propensão moderada)
2273,2025-08-16,0,1112,600-650,23,29,1530.65,0.068,108.74,2,0.054,4,1,99,0,0,0.16540960598967627,0.1535110463114472,4538.607109457484,0,NENHUMA,Baixa propensão; evitar contato
2275,2025-11-03,0,896,650-700,152,32,787.75,0.243,63.38,2,0.067,0,1,79,0,0,0.14268024438720275,0.1420927135821601,2943.6305596172447,4,NENHUMA,Baixa propensão; evitar contato
2285,2025-09-21,0,999,650-700,199,29,1162.17,0.31,172.45,3,0.09,2,1,79,0,0,0.1255330405462658,0.1655846031466268,3905.787585320442,4,NENHUMA,Baixa propensão; evitar contato
2286,2025-09-03,0,142,700-800,6,27,1035.14,0.271,58.67,3,0.634,3,0,0,0,0,0.12302000598958028,0.16103419685677833,3087.9966771219483,0,NENHUMA,Baixa propensão; evitar contato
2289,2025-12-07,0,760,800+,66,37,961.85,0.377,87.19,6,0.237,1,0,0,0,0,0.11328721658988346,0.3400006408648349,2944.1660669750854,4,CASHBACK_LEVE,Ação leve (propensão moderada)
2290,2025-07-02,0,1349,<600,209,26,1674.92,0.23,87.75,0,0.0,1,0,0,1,0,0.34838998030919155,0.1531882657130592,3487.258151336339,4,NENHUMA,Inelegível por risco (inadimplência/score)
2292,2025-11-24,0,400,650-700,25,26,2194.11,0.248,66.29,2,0.15,2,0,0,1,0,0.24338705860612936,0.1985256260400172,5617.174935537079,0,NENHUMA,Baixa propensão; evitar contato
2293,2025-08-01,0,754,700-800,196,29,1020.06,0.419,123.66,1,0.04,5,0,0,0,0,0.19559976665426168,0.22680575941572667,2819.979330444497,4,NENHUMA,Baixa propensão; evitar contato
2294,2025-07-19,1,22,700-800,2,3,207.26,0.479,46.11,2,2.0,1,0,0,0,0,0.11638397072013368,0.12571456619006882,634.8057946165142,2,NENHUMA,Baixa propensão; evitar contato
2295,2025-07-17,0,1324,700-800,207,30,1006.07,0.444,134.92,2,0.045,4,1,49,0,0,0.12197709056702363,0.20431569512896547,3671.7659041747984,4,NENHUMA,Baixa propensão; evitar contato
2298,2025-08-11,0,242,650-700,180,25,598.68,0.115,0.0,1,0.124,3,1,99,1,0,0.1543154817789563,0.15270965809032044,2567.158950392346,4,NENHUMA,Baixa propensão; evitar contato
2299,2025-08-23,1,17,700-800,11,2,135.26,0.313,206.32,0,0.0,1,0,0,0,0,0.1317318311145822,0.08163618762190082,364.34183756885574,1,NENHUMA,Baixa propensão; evitar contato
2309,2025-12-01,0,134,600-650,6,35,1167.84,0.289,64.46,1,0.224,6,1,79,1,0,0.17731824295987703,0.16652139648931139,3573.833203645846,0,NENHUMA,Baixa propensão; evitar contato
2313,2025-10-15,0,1105,650-700,96,22,1035.79,0.242,190.15,1,0.027,0,0,0,1,0,0.20983270292358874,0.16765195934953844,2696.997727844471,0,NENHUMA,Baixa propensão; evitar contato
2317,2025-07-11,0,1062,700-800,183,32,1910.64,0.242,83.28,2,0.056,4,0,0,1,0,0.23168703720513678,0.23155763036455213,5311.8128346403,4,NENHUMA,Baixa propensão; evitar contato
2324,2025-07-14,0,1069,600-650,7,22,1141.54,0.347,188.72,3,0.084,4,1,79,0,0,0.1480420818859098,0.21639969936521217,3448.0779552350696,0,NENHUMA,Baixa propensão; evitar contato
2329,2025-10-15,1,69,600-650,11,5,107.67,0.261,112.92,2,0.87,0,0,0,0,0,0.33068188709726715,0.08912804279842351,274.42500245826756,3,NENHUMA,Baixa propensão; evitar contato
2334,2025-12-18,1,69,800+,13,3,227.41,0.29,141.14,0,0.0,1,0,0,0,0,0.18870221147161378,0.16411881101120018,671.5686579971704,3,NENHUMA,Baixa propensão; evitar contato
2338,2025-07-30,0,575,700-800,104,27,1077.68,0.326,151.01,4,0.209,3,1,49,0,0,0.11572249562372253,0.19722440624137905,3876.298825787378,0,NENHUMA,Baixa propensão; evitar contato
2341,2025-12-21,0,305,<600,117,17,963.41,0.319,137.19,2,0.197,3,1,99,0,0,0.3094377582727975,0.13223240266477743,2606.0022770577175,4,NENHUMA,Inelegível por risco (inadimplência/score)
2359,2025-10-13,0,643,800+,80,33,1222.25,0.302,40.54,1,0.047,5,1,49,1,0,0.09018104574834127,0.1464739401805675,4591.13082657268,0,NENHUMA,Baixa propensão; evitar contato
2362,2025-10-13,0,1362,600-650,100,25,1379.6,0.276,213.37,6,0.132,2,0,0,1,0,0.3097965240972384,0.2065611482855145,3172.1488655987746,0,NENHUMA,Baixa propensão; evitar contato
2364,2025-09-11,1,51,700-800,13,5,114.63,0.399,113.24,2,1.176,0,0,0,0,0,0.07790934975525057,0.12232569476818342,300.0234502902207,3,NENHUMA,Baixa propensão; evitar contato
2368,2025-12-08,0,1313,<600,69,25,1041.1,0.403,121.21,3,0.069,3,0,0,0,0,0.4322466314690328,0.21093269679556284,2112.0750456502456,0,NENHUMA,Inelegível por risco (inadimplência/score)
2371,2025-07-14,0,965,700-800,73,22,1016.93,0.25,114.78,4,0.124,3,0,0,0,0,0.2146590410231835,0.15308418030904108,2920.8176080771705,0,NENHUMA,Baixa propensão; evitar contato
2373,2025-11-22,0,311,700-800,184,29,1401.65,0.588,137.16,2,0.193,4,1,79,1,0,0.16583107005454698,0.18410988766885,5217.033399769757,4,NENHUMA,Baixa propensão; evitar contato
2375,2025-09-26,0,259,800+,64,30,1407.26,0.336,113.83,1,0.116,4,1,79,1,0,0.10284783309275188,0.19384141164548738,5441.905056110615,0,NENHUMA,Baixa propensão; evitar contato
2377,2025-08-31,0,1365,650-700,48,26,728.79,0.323,32.01,2,0.044,2,0,0,0,0,0.2544444105559857,0.1508655132800491,2035.7987668440849,0,NENHUMA,Baixa propensão; evitar contato
2384,2025-08-26,0,1496,700-800,201,37,1341.99,0.115,95.15,2,0.04,3,0,0,0,0,0.1749246417609787,0.2997225955900313,3588.377473368591,4,CASHBACK_LEVE,Ação leve (propensão moderada)
2388,2025-09-25,1,36,600-650,1,4,134.75,0.135,146.12,1,0.833,1,0,0,0,0,0.3678316564836589,0.08870747010846179,358.77118479640717,1,NENHUMA,Baixa propensão; evitar contato
2390,2025-07-14,1,6,650-700,29,1,194.85,0.421,211.87,1,1.0,1,0,0,0,0,0.2567697069562243,0.0668342963087909,509.8714434212875,3,NENHUMA,Baixa propensão; evitar contato
2391,2025-09-11,0,419,800+,188,24,1310.35,0.23,162.22,3,0.215,0,0,0,0,0,0.16118421706921787,0.2689149149965102,3893.4543257867967,4,CASHBACK_LEVE,Ação leve (propensão moderada)
2393,2025-11-25,0,506,<600,179,25,1308.59,0.373,21.23,2,0.119,4,0,0,1,0,0.3096487146932086,0.19669376120462856,2626.3099667672086,4,NENHUMA,Inelegível por risco (inadimplência/score)
2398,2025-12-11,1,47,650-700,19,7,82.08,0.359,92.6,2,1.277,0,1,99,0,0,0.170562796677564,0.16814759674360014,1079.9491752200377,3,NENHUMA,Baixa propensão; evitar contato
2400,2025-11-16,1,82,600-650,14,2,221.99,0.324,140.11,0,0.0,0,0,0,0,0,0.3051876922316824,0.0561857777503687,589.4893133879868,3,NENHUMA,Baixa propensão; evitar contato
2403,2025-09-07,0,910,600-650,178,30,1632.84,0.285,171.89,4,0.132,3,0,0,0,0,0.2540207728709542,0.20795937310568804,3813.638903222093,4,NENHUMA,Baixa propensão; evitar contato
2404,2025-11-21,1,28,650-700,21,2,214.75,0.586,108.96,2,2.0,0,0,0,0,0,0.2347284441004347,0.1368996065356969,604.0971359569209,2,NENHUMA,Baixa propensão; evitar contato
2407,2025-07-28,0,383,600-650,99,29,866.47,0.295,157.25,3,0.235,0,1,79,0,0,0.2282071466156381,0.1742175905985311,2769.0075760029476,4,NENHUMA,Baixa propensão; evitar contato
2408,2025-12-23,1,65,650-700,6,4,101.5,0.507,140.25,1,0.462,0,0,0,0,0,0.19887877463448658,0.11615498918730385,246.0147578589547,3,NENHUMA,Baixa propensão; evitar contato
2409,2025-08-26,1,7,800+,2,5,174.43,0.244,63.94,0,0.0,0,1,49,0,0,0.0941594931853376,0.14856770094563218,1040.6560546254343,3,NENHUMA,Baixa propensão; evitar contato
2413,2025-07-05,1,18,600-650,1,2,142.39,0.323,144.2,1,1.0,1,0,0,0,0,0.2295690195776537,0.07113287908762701,368.6537940643232,3,NENHUMA,Baixa propensão; evitar contato
2416,2025-09-17,0,1385,650-700,198,20,1340.54,0.138,176.6,1,0.022,5,0,0,1,0,0.16145054467766748,0.15460802244139848,3382.500215430327,4,NENHUMA,Baixa propensão; evitar contato
2427,2025-12-30,0,666,650-700,145,22,447.15,0.26,160.56,2,0.09,2,0,0,0,0,0.24448880730353,0.17600696093608206,1149.7530418227445,4,NENHUMA,Baixa propensão; evitar contato
2428,2025-07-05,0,446,700-800,10,32,1043.2,0.154,0.0,1,0.067,1,1,79,0,0,0.10754629221131408,0.16969802938929687,4264.072503370875,0,NENHUMA,Baixa propensão; evitar contato
2434,2025-11-08,0,608,700-800,123,21,334.58,0.382,133.57,2,0.099,5,1,99,2,0,0.1726994886291683,0.1277282601035521,1803.952856100265,0,NENHUMA,Baixa propensão; evitar contato
2439,2025-12-11,0,778,700-800,19,33,1556.55,0.3,157.13,3,0.116,2,0,0,0,0,0.22402587806068155,0.26515347689621077,4315.723229060901,0,CASHBACK_LEVE,Ação leve (propensão moderada)
2443,2025-12-25,1,23,<600,10,4,195.48,0.477,138.51,1,1.0,1,0,0,0,0,0.3359857653109259,0.06344114434134511,371.4141206508151,3,NENHUMA,Inelegível por risco (inadimplência/score)
2444,2025-07-12,0,510,700-800,54,25,571.63,0.482,66.27,4,0.235,3,0,0,0,0,0.14453874749093779,0.1714351091566035,1644.1395888044106,0,NENHUMA,Baixa propensão; evitar contato
2458,2025-11-11,1,35,700-800,1,2,142.4,0.417,210.27,3,2.571,2,0,0,0,0,0.10449541686936764,0.19462704771519004,403.2248631482017,2,NENHUMA,Baixa propensão; evitar contato
2460,2025-07-09,0,356,650-700,91,30,1154.14,0.167,67.36,2,0.169,2,0,0,0,0,0.15144097676184826,0.2424994853881531,3081.9353644203934,0,NENHUMA,Baixa propensão; evitar contato
2461,2025-07-15,0,986,700-800,107,29,1359.44,0.273,130.37,3,0.091,3,0,0,1,0,0.22058843480244372,0.1917808919219568,3661.9830060143504,0,NENHUMA,Baixa propensão; evitar contato
2462,2025-09-03,0,992,700-800,35,20,1373.05,0.462,78.0,3,0.091,0,1,79,0,0,0.1111268183851876,0.21260895111707684,5256.11475388551,4,NENHUMA,Baixa propensão; evitar contato
2463,2025-08-22,1,43,800+,19,2,112.45,0.188,41.93,1,0.698,2,0,0,0,0,0.07727740027155397,0.14025855125550413,416.97874565688846,3,NENHUMA,Baixa propensão; evitar contato
2468,2025-10-11,0,316,<600,197,28,762.93,0.234,49.64,0,0.0,5,1,99,1,0,0.25568329250756544,0.11103832753521468,2360.499127009802,4,NENHUMA,Inelegível por risco (inadimplência/score)
2470,2025-10-06,0,1072,650-700,131,17,1009.34,0.253,103.84,5,0.14,2,0,0,0,0,0.18825418741509953,0.14148060037160978,2656.7246677107732,4,NENHUMA,Baixa propensão; evitar contato
2473,2025-07-30,1,80,700-800,21,0,190.6,0.252,220.57,1,0.375,0,0,0,0,0,0.11483007324284134,0.14067954516057624,541.9313731737991,1,NENHUMA,Baixa propensão; evitar contato
2481,2025-07-28,0,1139,700-800,203,27,653.42,0.48,154.06,2,0.053,4,0,0,1,0,0.18465460035305797,0.23342317234416532,1764.3906790623855,4,NENHUMA,Baixa propensão; evitar contato
2483,2025-07-08,0,828,<600,163,31,1760.61,0.356,30.12,3,0.109,1,0,0,1,0,0.3075255321988759,0.18796766246421917,3885.987723423628,4,NENHUMA,Inelegível por risco (inadimplência/score)
2486,2025-09-24,0,1318,700-800,64,22,718.21,0.254,177.93,4,0.091,2,1,49,0,0,0.12471071734075105,0.18037940300919247,2824.663629944413,0,NENHUMA,Baixa propensão; evitar contato
2487,2025-12-06,1,74,600-650,7,0,155.22,0.227,117.93,1,0.405,3,1,99,0,0,0.24520378177560273,0.055573379805012764,1425.2391395443701,1,NENHUMA,Baixa propensão; evitar contato
2498,2025-11-04,0,614,700-800,145,34,1166.6,0.49,191.04,3,0.147,1,1,99,0,0,0.1272955201102593,0.21183634355510894,4500.07001975789,4,NENHUMA,Baixa propensão; evitar contato
2499,2025-08-13,0,1063,650-700,158,25,855.55,0.134,145.12,1,0.028,6,0,0,0,0,0.13740302927649936,0.20413636832444074,2226.846368811151,0,NENHUMA,Baixa propensão; evitar contato
2502,2025-08-27,0,147,800+,135,22,1058.28,0.208,123.96,6,1.224,2,1,79,0,0,0.10762687288961795,0.12788377776111912,4206.305249168241,0,NENHUMA,Baixa propensão; evitar contato
2503,2025-08-28,0,786,700-800,97,30,964.51,0.102,192.74,1,0.038,2,1,99,1,0,0.18060965580324853,0.1344776263658961,3884.812820474284,0,NENHUMA,Baixa propensão; evitar contato
2506,2025-10-21,1,30,650-700,9,4,214.5,0.192,114.35,1,1.0,0,0,0,0,0,0.18516350871344492,0.064488649280311,648.9245574854866,1,NENHUMA,Baixa propensão; evitar contato
2512,2025-08-20,0,475,650-700,48,27,1075.06,0.36,74.65,4,0.253,3,1,49,0,1,0.21770086330745492,0.1961568130350365,3658.067419030144,0,NENHUMA,Inelegível por risco (inadimplência/score)
2521,2025-10-09,0,1092,650-700,152,30,759.82,0.135,21.42,5,0.137,8,0,0,0,0,0.16422991573558424,0.2513067914677656,2011.1309873205814,0,CASHBACK_LEVE,Ação leve (propensão moderada)
2527,2025-11-30,1,76,800+,15,0,261.7,0.253,110.24,0,0.0,1,0,0,0,0,0.16800136776604332,0.15104442919184016,803.5798604652007,3,NENHUMA,Baixa propensão; evitar contato
2528,2025-07-27,0,1371,650-700,68,35,1664.59,0.3,154.75,4,0.088,0,1,49,0,0,0.16719401016096702,0.2207289788121247,5243.382449349608,0,NENHUMA,Baixa propensão; evitar contato
2530,2025-11-06,0,397,700-800,109,28,1265.21,0.262,102.25,0,0.0,5,1,49,0,0,0.13984851393526906,0.13534732884671613,4604.797559600643,0,NENHUMA,Baixa propensão; evitar contato
2536,2025-12-30,1,21,650-700,13,1,123.79,0.378,97.33,3,3.0,0,1,79,0,0,0.1845600634860439,0.14070634085910727,1039.0076343524106,2,NENHUMA,Baixa propensão; evitar contato
2541,2025-10-28,0,1144,<600,205,29,1338.46,0.185,130.04,1,0.026,4,0,0,1,0,0.2948872423961881,0.22305094443168158,2620.4713668044847,4,NENHUMA,Inelegível por risco (inadimplência/score)
2543,2025-12-27,0,492,800+,206,22,673.05,0.431,207.65,3,0.183,3,1,99,1,0,0.11216032316471676,0.15080876736762613,2618.2421140211445,4,NENHUMA,Baixa propensão; evitar contato
2546,2025-11-05,0,857,600-650,49,22,1601.41,0.492,51.32,3,0.105,2,1,49,1,0,0.18159155276297512,0.14970145884963026,4820.9828439475095,4,NENHUMA,Baixa propensão; evitar contato
2552,2025-11-05,0,1222,700-800,18,22,743.75,0.49,21.7,4,0.098,3,1,79,0,0,0.12539784099674192,0.1943205735965718,2962.8212589063087,0,NENHUMA,Baixa propensão; evitar contato
2559,2025-07-16,1,51,700-800,10,2,157.35,0.175,236.16,0,0.0,1,0,0,0,0,0.1437000072841573,0.122540708116767,408.42368487513977,1,NENHUMA,Baixa propensão; evitar contato
2563,2025-11-13,1,26,700-800,19,2,196.15,0.176,109.05,2,2.0,0,0,0,0,0,0.10688505097124312,0.10374843256220324,557.9603972423325,2,NENHUMA,Baixa propensão; evitar contato
2564,2025-07-24,0,1303,800+,141,27,1264.29,0.317,98.35,5,0.115,3,0,0,0,0,0.16238878493845116,0.18496389975309896,3802.698588190835,4,NENHUMA,Baixa propensão; evitar contato
2570,2025-09-09,0,911,600-650,164,28,1304.6,0.385,122.52,3,0.099,3,0,0,0,0,0.27420240206410995,0.26393249453302864,3019.2586883261038,4,CASHBACK_LEVE,Ação leve (propensão moderada)
2571,2025-11-12,0,893,600-650,94,25,1434.57,0.377,11.97,5,0.168,7,1,79,0,0,0.17933082001945064,0.20588523254643196,4478.562483164613,0,NENHUMA,Baixa propensão; evitar contato
2572,2025-12-27,1,47,650-700,26,7,137.33,0.43,168.62,3,1.915,0,0,0,0,0,0.20076221159000907,0.11622749942912995,388.2971874357325,2,NENHUMA,Baixa propensão; evitar contato
2574,2025-09-27,0,475,650-700,61,36,1082.83,0.349,107.3,1,0.063,3,0,0,0,0,0.16739376326185523,0.17688839428983832,2781.453202617455,0,NENHUMA,Baixa propensão; evitar contato
2578,2025-08-30,0,400,600-650,84,26,1246.75,0.376,144.91,1,0.075,1,1,79,0,0,0.23087791348710915,0.20760581818452714,3760.846026068525,4,NENHUMA,Baixa propensão; evitar contato
2579,2025-12-30,0,280,600-650,208,24,741.89,0.041,105.57,7,0.75,4,0,0,2,0,0.2415854609202449,0.19943060756230002,1748.7066014276484,0,NENHUMA,Baixa propensão; evitar contato
2582,2025-09-14,0,583,650-700,191,28,761.53,0.196,171.44,1,0.051,1,1,49,0,0,0.141170217492836,0.1531750698009112,2754.039575689574,4,NENHUMA,Baixa propensão; evitar contato
2586,2025-12-31,1,17,700-800,20,2,197.39,0.429,80.49,0,0.0,1,0,0,0,0,0.142012899441864,0.06072577039911906,573.5601269332763,3,NENHUMA,Baixa propensão; evitar contato
2590,2025-08-27,1,33,600-650,13,2,155.5,0.353,123.48,3,2.727,0,1,79,0,0,0.22923886847430383,0.08560486814449071,1217.4093918181281,2,NENHUMA,Baixa propensão; evitar contato
2594,2025-07-03,0,970,<600,38,26,1112.51,0.161,179.44,3,0.093,5,0,0,1,0,0.35627036532239525,0.24038223304546763,2196.013489278136,0,NENHUMA,Inelegível por risco (inadimplência/score)
2598,2025-07-18,0,1254,650-700,13,35,1416.84,0.057,52.02,3,0.072,5,0,0,0,0,0.20024513982351452,0.26089444685065977,3877.4912866063073,0,CASHBACK_LEVE,Ação leve (propensão moderada)
2599,2025-09-25,0,333,650-700,121,15,1046.85,0.419,132.96,1,0.09,3,0,0,0,0,0.21105976523393466,0.120980460831794,2719.1901726496203,4,NENHUMA,Baixa propensão; evitar contato
2601,2025-11-27,0,1057,<600,41,25,936.83,0.363,174.22,2,0.057,5,1,79,0,0,0.29952748166847454,0.20022536303760682,2454.612066591962,0,NENHUMA,Inelegível por risco (inadimplência/score)
2607,2025-07-20,1,57,700-800,4,3,160.26,0.089,200.64,0,0.0,0,0,0,0,0,0.15403955382232298,0.1220576685950943,538.0473334504669,1,NENHUMA,Baixa propensão; evitar contato
2610,2025-12-20,0,1264,800+,10,22,707.13,0.457,95.75,7,0.166,5,1,79,0,0,0.10840756859773641,0.1983127461589894,2811.1952860010897,0,NENHUMA,Baixa propensão; evitar contato
2618,2025-08-06,0,963,700-800,51,18,1771.63,0.463,107.03,3,0.093,2,0,0,1,0,0.2585303602957508,0.1818833211734531,4976.2523378893175,4,NENHUMA,Baixa propensão; evitar contato
2621,2025-08-04,1,73,650-700,5,1,110.32,0.228,115.46,2,0.822,2,0,0,0,0,0.16897329922728055,0.1327518035447255,273.11069931077844,1,NENHUMA,Baixa propensão; evitar contato
2628,2025-10-18,0,1243,650-700,8,31,671.94,0.511,136.69,2,0.048,3,0,0,1,0,0.23706706991950127,0.22898770788862655,1755.351161649825,0,NENHUMA,Baixa propensão; evitar contato
2631,2025-10-30,0,225,650-700,162,18,1038.81,0.418,40.08,3,0.4,5,1,79,1,1,0.20809545113709177,0.13308583895185688,3686.7178260673318,4,NENHUMA,Inelegível por risco (inadimplência/score)
2637,2025-11-21,0,877,700-800,197,27,1628.42,0.331,55.03,3,0.103,5,1,129,1,0,0.13236166680972875,0.1703869326775011,5881.755257857432,4,NENHUMA,Baixa propensão; evitar contato
2638,2025-07-06,1,80,<600,2,3,157.32,0.345,100.65,0,0.0,0,0,0,0,0,0.3813041604950879,0.09730132660476237,326.06112851597993,3,NENHUMA,Inelegível por risco (inadimplência/score)
2645,2025-09-09,0,711,650-700,103,21,1104.59,0.213,138.67,1,0.042,4,1,99,0,0,0.1575409186554614,0.11055637487550649,4042.297712770161,0,NENHUMA,Baixa propensão; evitar contato
